200
-0.297,1.252,0
0.062,0.725,1
0.476,-0.302,0
1.45,1.393,0
1.215,0.725,0
1.32,0.943,0
1.43,1.011,0
1.146,1.174,0
-0.305,0.145,0
0.751,1.263,0
0.446,0.512,1
-0.219,1.115,0
-0.09,1.492,0
0.095,0.451,1
0.909,1.302,0
0.543,1.275,0
1.368,-0.301,0
-0.124,0.153,0
-0.176,0.243,0
0.905,-0.424,0
1.488,0.449,0
0.071,-0.421,0
-0.247,-0.075,0
-0.466,0.341,0
-0.376,-0.379,0
-0.334,1.097,0
1.119,1.08,0
0.806,-0.088,0
1.13,-0.207,0
1.3,-0.205,0
-0.368,1.053,0
0.008,1.019,0
0.66,1.031,0
1.17,-0.465,0
-0.181,0.082,0
-0.371,1.25,0
0.03,0.923,1
1.381,1.049,0
-0.465,0.032,0
0.363,-0.185,0
1.407,-0.153,0
1.217,0.009,0
1.0,-0.058,0
1.314,0.304,0
1.265,-0.41,0
0.383,0.875,1
0.21,0.387,1
-0.326,0.818,0
-0.212,0.171,0
0.549,0.754,1
0.358,0.437,1
0.035,1.05,0
0.581,0.625,1
0.854,1.461,0
0.114,-0.163,0
1.477,0.741,0
1.086,1.354,0
0.426,-0.103,0
0.302,1.414,0
0.074,0.275,1
0.623,0.854,1
0.331,-0.346,0
0.905,0.271,1
0.061,-0.1,0
1.445,0.199,0
0.657,0.047,1
1.112,-0.336,0
1.093,0.601,0
1.34,0.47,0
0.242,1.008,0
0.74,0.767,1
1.447,-0.036,0
0.884,0.464,1
0.161,0.329,1
1.486,-0.475,0
-0.365,-0.157,0
0.072,1.351,0
1.283,-0.368,0
1.028,1.139,0
-0.144,-0.133,0
1.137,0.159,0
0.125,1.067,0
1.058,1.329,0
1.362,0.74,0
0.458,-0.457,0
-0.319,1.133,0
0.686,-0.05,0
0.443,-0.137,0
-0.203,0.082,0
1.29,0.5,0
1.257,0.123,0
1.3,0.527,0
-0.135,1.252,0
0.211,0.141,1
1.25,1.069,0
-0.065,0.693,0
-0.279,0.509,0
-0.3,0.286,0
-0.135,0.141,0
0.677,1.195,0
0.545,-0.144,0
0.574,0.473,1
0.163,0.293,1
0.431,0.87,1
1.432,1.145,0
0.408,0.042,1
1.163,-0.174,0
0.062,1.173,0
-0.236,0.966,0
0.533,-0.213,0
0.642,0.758,1
0.824,-0.397,0
0.034,0.944,1
0.185,1.319,0
1.379,0.673,0
-0.036,-0.474,0
-0.406,0.429,0
0.161,0.883,1
0.357,0.345,1
1.163,1.382,0
0.353,1.205,0
0.551,0.759,1
0.019,-0.152,0
0.144,-0.151,0
0.374,0.741,1
-0.469,0.522,0
0.67,0.195,1
1.486,1.415,0
0.465,-0.155,0
-0.153,1.044,0
0.429,0.852,1
-0.431,0.468,0
0.483,0.373,1
0.818,0.77,1
-0.195,1.014,0
0.058,0.41,1
-0.282,0.013,0
1.461,0.383,0
0.527,0.735,1
0.245,-0.295,0
-0.209,0.841,0
0.157,-0.327,0
1.345,1.38,0
0.675,0.698,1
1.011,0.404,0
-0.108,-0.142,0
0.999,1.355,0
0.267,-0.012,0
0.808,-0.005,0
-0.258,0.209,0
-0.466,1.016,0
-0.055,1.14,0
1.374,0.814,0
0.662,0.226,1
0.124,-0.136,0
1.473,1.021,0
0.606,1.074,0
1.441,0.269,0
-0.29,-0.484,0
1.074,1.045,0
-0.121,0.308,0
0.789,1.266,0
0.886,1.19,0
-0.286,-0.085,0
-0.212,-0.042,0
0.075,0.131,1
0.355,1.04,0
1.218,0.89,0
0.604,1.409,0
-0.439,0.037,0
0.24,0.901,1
-0.457,0.942,0
0.713,-0.187,0
0.161,0.029,1
1.102,0.335,0
-0.291,0.212,0
-0.373,-0.239,0
0.886,0.108,1
-0.434,-0.038,0
0.031,0.62,1
0.977,0.274,1
1.115,0.013,0
-0.208,0.054,0
0.488,0.474,1
0.504,1.457,0
-0.429,0.968,0
0.858,0.326,1
0.361,0.386,1
0.999,1.156,0
0.927,1.233,0
0.368,1.101,0
1.425,0.967,0
0.42,1.097,0
1.446,0.484,0
-0.458,-0.184,0
-0.391,0.901,0
-0.388,0.89,0
-0.119,1.255,0
0.413,0.63,1
0.417,0.816,1
