10000
-1.915,-0.935,0
1.06,0.693,1
-1.115,1.798,0
1.484,2.236,0
-1.469,2.119,0
-1.173,-1.308,0
0.24,-1.515,0
0.079,0.021,1
1.133,-1.469,0
-0.427,2.42,0
-1.164,1.761,0
-1.483,1.637,0
0.567,0.01,1
-0.773,-0.042,1
2.581,1.863,0
-1.777,0.612,1
-2.365,2.078,0
1.073,-0.357,1
-2.262,0.381,0
-0.831,1.396,1
0.876,-0.099,1
-0.073,1.422,1
-2.226,-0.631,0
1.95,-0.628,0
-1.613,2.052,0
2.141,1.105,0
-1.896,1.74,0
-1.697,1.012,1
0.381,0.591,1
2.665,1.172,0
-1.644,0.832,1
1.522,1.512,0
-1.455,-0.16,0
-1.759,0.896,1
2.35,1.262,0
-2.753,0.351,0
0.776,-0.63,1
-0.995,0.107,1
-0.232,1.537,1
0.615,-0.501,1
-2.125,0.491,0
1.471,0.656,1
-2.037,-0.286,0
-0.884,2.53,0
0.728,1.033,1
2.556,-1.065,0
-0.332,0.201,1
0.325,-0.179,1
-1.277,1.574,0
1.514,-0.015,0
-1.889,-0.476,0
0.602,1.143,1
1.443,-0.774,0
-2.673,1.311,0
0.363,2.091,0
-2.028,-1.398,0
-0.277,0.419,1
-2.511,2.128,0
1.694,-1.029,0
-0.163,0.389,1
2.207,1.006,0
-1.26,1.933,0
-1.758,2.121,0
0.919,0.223,1
0.044,1.725,1
-1.481,2.068,0
1.485,-0.737,0
-0.339,-1.071,0
-1.179,2.38,0
1.946,1.623,0
0.066,0.696,1
2.454,0.641,0
0.968,1.184,1
0.199,1.942,0
-2.466,1.911,0
0.15,1.948,0
2.41,-0.293,0
-2.221,0.052,0
2.421,-0.596,0
0.933,-0.1,1
-0.023,1.853,1
-0.682,-0.103,1
2.144,0.451,0
1.263,-1.327,0
-2.546,-0.384,0
-0.303,0.148,1
2.231,1.051,0
-1.628,2.156,0
0.202,1.435,1
2.52,1.408,0
-1.781,0.443,0
-1.954,0.147,0
2.559,0.244,0
1.348,1.276,1
-2.196,1.098,0
2.439,2.153,0
-2.079,1.377,0
2.355,1.922,0
-0.376,1.89,0
-1.041,-1.213,0
-2.55,0.764,0
-1.083,-0.28,1
0.63,1.089,1
1.886,-1.032,0
-1.303,2.119,0
-0.774,-1.163,0
0.295,-0.244,1
-0.028,1.897,1
-2.525,-1.095,0
0.717,0.136,1
-1.301,-0.904,0
1.908,0.885,1
-1.842,-0.879,0
-0.87,-1.019,0
1.312,1.348,0
1.07,1.741,0
0.434,0.178,1
-0.605,-0.136,1
-2.429,-0.876,0
0.313,-0.4,1
0.199,2.075,0
0.283,-0.212,1
1.734,0.462,0
-0.386,1.743,1
0.874,1.261,1
-0.499,0.21,1
-0.746,0.636,1
-1.258,0.735,1
0.204,0.386,1
-0.176,2.118,0
-1.249,0.357,1
-1.277,-1.403,0
-0.686,1.801,0
1.479,1.94,0
2.172,2.301,0
-1.535,-1.367,0
-1.968,0.912,0
0.27,1.119,1
-0.508,1.826,0
-2.084,0.254,0
0.185,2.36,0
1.591,0.582,1
-0.04,-1.073,0
2.77,-1.589,0
0.225,-1.478,0
2.395,2.026,0
1.268,1.797,0
0.302,-1.04,0
-1.854,0.467,0
